category_id	title	availability	group_type	descript	notes
100016	Retinal optical coherence tomography	0	1	This category contains data on optical imaging (Coherence Tomography) of the retina, using the TOPCON 3D OCT 1000 Mk2. This instrument takes a 3D scan and photograph of the retina and also provides a magnified photograph of the fundus. This category includes data on whether the measurement was performed, and imaging data of each eye. This measure was added to the assessment visit towards the end of recruitment and is available for a subset of participants. Because of its size/nature, OCT data in UK Biobank will be accessed via a secure portal rather than directly exported to researchers.	
100017	Visual acuity	0	1	This category contains data on measurements related to the assessment of visual acuity (includes data on whether the measurement was made, the distance from the viewer to the screen, whether glasses were worn, plain/mirrored view, the letters that were displayed in each round and the log(minimum angle of resolution)result for each eye). This measure was added to the assessment visit towards the end of recruitment. <p> For non-specialists, the primary items of interest are ~F5201~ and ~F5208~.	
100018	Bone-densitometry of heel	0	1	This category contains data on bone mineral density (BMD) based on an ultrasound measurement of the calcaneus, using the Sahara Clinical Bone Sonometer. The Sonometer estimates BMD by measuring the speed of sound and broadband ultrasound attenuation. These results are combined to give the Quantitative Ultrasound Index. From this an estimate is made of BMD, and a T-score, which is a person's BMD compared with what is normally expected in a healthy adult of their sex. In the early stages of recruitment only a single foot was used for the measurement (the side being recorded), however in the later stages the measurement was taken on both feet.	
100019	Hand grip strength	0	1	This category contains data on right and left hand isometric grip strength, measured using a Jamar J00105 hydraulic hand dynamometer.	
100020	Spirometry	0	1	This category contains data on breath spirometry using a Vitalograph Pneumotrac 6800. The participant is asked to record two to three blows (lasting for at least 6 seconds) within a period of about 6 minutes. The computer compares the reproducibility of the first two blows and, if acceptable (defined as a <5% difference in forced volume vital capacity (FVC) & Forced Expiratory Volume in 1 second (FEV1)), will indicate that the third blow is not required. During the pilot phase of the study up to 7 blows were possible.	
100021	Recruitment	0	1	This category contains documentation about the procedures at the Assessment Centre and participant characteristics related to recruitment into UK Biobank.	
100022	Conclusion	0	1	This category contains documentation about the procedures at the end of a participants visit to an Assessment Centre.	
100023	Consent	0	1	This category contains information relating to participant Consent at their initial Assessment Centre.	
100024	Reception	0	1	This category contains information about participant arrival at the Assessment Centre and the locations from which they were recruited.	The category also includes data-fields relating to the Census and administrative geographies of each participant's home address at baseline. There are three data-fields based on 2001 geographies: Census output area (COA or OA), Lower layer super output area (LSOA)/Data Zones (DZ), and local authorities, districts, London Boroughs, unitary authorities (nowadays referred to as Local Authority Districts). There are 4 data-fields based on 2011 geographies: Census output area (COA or OA), Lower layer super output area (LSOA)/ Data Zones (DZ), Middle layer super output area (MSOA)/Intermediate geographies (IG), and Local authority district (LAD). <p>For further details on UK Census geographies please see: ~Ehttps://www.ons.gov.uk/methodology/geography/ukgeographies/censusgeography~.
100025	Touchscreen	0	1	This category contains information from the touchscreen questionnaire completed at the Assessment Centre and is divided into sub-categories based on broad subject areas.	
100026	Cognitive function	0	1	This category contains information on the types of cognitive function tests performed on the touchscreen questionnaire, subdivided into different tests.	
100027	Fluid intelligence / reasoning	0	1	This category contains data on questions designed to assess 'Fluid intelligence' (i.e. the capacity to solve problems that require logic and reasoning ability, independent of acquired knowledge). The participant has 2 minutes to complete as many questions as possible from the test. This test was incorporated into the touchscreen towards the end of recruitment. <p> For non-specialists, the primary item of interest is ~F20016~. <p> This measure was also performed online in ~L118~.	
100028	Lights pattern memory	0	1	This category contains data on a test designed to assess visual short-term memory, as part of the touchscreen questionnaire. The participant is shown a series of pictures of houses which have some windows lit. The participant then has to indicate which windows were lit after a 10-second delay. The data recorded include the number of columns and rows that were lit in each round of the test, the pattern of lights and the pattern of lights as remembered, and the time taken to complete the test. This test was performed in the pilot phase of the study and is available for a subset of participants.	
100029	Numeric memory	0	1	This category contains data on a test designed to assess numeric short-term memory, as part of the touchscreen questionnaire. The participant was shown a 2-digit number to remember. The number then disappeared and after a short while they were asked to enter the number onto the screen. The number became one digit longer each time they remembered correctly (up to a maximum of 12 digits). Data collected include the number of digits and value of the number, the length of time the number was displayed, the time that the participant first entered and last entered a digit, the time taken to complete the test, the value of the number entered by the participant, whether or not the participant was correct, the maximum number of digits remembered, and whether the test was completed. This test is available for a subset of participants. <p> For non-specialists, the primary item of interest is ~F4282~. <p> This measure was also performed online in ~L120~.	
100030	Pairs matching	0	1	This category contains data on 'pairs' matching tests. Participants are asked to memorise the position of as many matching pairs of cards as possible. The cards are then turned face down on the screen and the participant is asked to touch as many pairs as possible in the fewest tries. <p> Multiple rounds were conducted. The first round used 3 pairs of cards and the second 6 pairs of cards. In the pilot phase an additional (i.e. third) round was conducted using 6 pairs of cards. however this was dropped from the main study as the extra set of results were very similar to the second and not felt to add significant new information. <p>This category includes data on the number of columns (i.e. 3 or 4), number of rows (i.e. 2 or 3) and the number of correct and incorrect matches. For non-specialists, the primary items of interest are ~F399~ and (for the pilot) ~F10137~. <p> This measure was also performed online in ~L117~.	
100031	Prospective memory	0	1	This category contains data on a question designed to assess 'Prospective Memory'. Early in the touchscreen cognitive section, the participant is shown the mesage "At the end of the games we will show you four coloured shapes and ask you to touch the Blue Square. However, to test your memory, we want you to actually touch the Orange Circle instead." This category includes data on the first and final answer, the history of attempts and the time it took to answer.	
100032	Reaction time	0	1	This category contains data on a test to assess reaction time and is based on 12 rounds of the card-game 'Snap'. The participant is shown two cards at a time; if both cards are the same, they press a button-box that is on the table in front of them as quickly as possible. For each of the 12 rounds, the following data were collected: the pictures shown on the cards (Index of card A, Index of card B), the number of times the participant clicked the 'snap' button, and the time it took to first click the 'snap' button. <p> This was followed-up in web-based ~L119~.	
100033	Early life factors	0	1	This category contains data from the touchscreen questionnaire on questions related to early life exposures (area of birth, adoption, multiple birth, maternal smoking at birth, whether breastfed, handedness, and childhood body size).	
100034	Family history	0	1	This category contains data from the touchscreen questionnaire on questions related to family size, sibling order, family medical history (of parents and siblings) and age of parents (age of death if died).	
100035	HLA	0	1	This category holds the classical HLA types imputed for each individual at four-digit resolution for eleven HLA genes HLA-A, -B, -C, -DRB5, -DRB4, -DRB3, -DRB1, -DQB1, -DQA1, -DPB1 and - DPA1, using the HLA*IMP:02 algorithm with the genotype calls and a multi-population reference panel. <p> See ~R530~ for additional information about the HLA imputation, including a citable reference for publications.	
100036	Health and medical history	0	1	This category contains information from the touchscreen questionnaire on past and current health, subdivided by medical conditions (including sets of questions related to some specific symptoms and/or conditions), cancer screening information, medications and operations.	
100037	Breathing	0	1	This category contains data from the touchscreen questionnaire on whether the participant has shortness of breath on walking and whether they have experienced wheeze or whistling in the chest over the last year.	
100038	Claudication and peripheral artery disease	0	1	This category contains data from the touchscreen questionnaire on whether the participant has suffered from leg pain when walking and whether they have had peripheral artery intervention/surgery. These questions were introduced towards the end of recruitment.	
100039	Chest pain	0	1	This category contains data from the touchscreen questionnaire on whether the participant has suffered from chest pain and whether they get it on walking uphill. These questions are based on an abbreviated version of the Rose angina questionnaire <i>(Lawlor DA et al., J Epidemiol Community Health, 2003;57: 538-541)</i>.	
100040	Cancer screening	0	1	This category contains data from the touchscreen questionnaire on whether the participant has ever attended screening for breast, prostate, cervical or bowel cancer and time since their last screening visit.	
100041	Eyesight	0	1	This category contains data from the touchscreen questionnaire on whether the participant reported that they wear glasses or contact lenses, and whether they reported an eye disorder, which eye is affected and when it was diagnosed.	
100042	General health	0	1	This category contains data from the touchscreen questionnaire on the general health of the participant, whether they have a long-standing illness or disability, whether their weight has changed in the last year and whether they have had any falls in the last year.	
100043	Hearing	0	1	This category contains data from the touchscreen questionnaire on whether the participant reported hearing problems, whether they use a hearing aid or have a cochlear implant, how much these problems affect them, and whether they listen to loud music or have worked in a noisy environment.	
100044	Medical conditions	0	1	This category contains data from the touchscreen questionnaire on whether the participant reported any of a range of medical conditions, and their age at diagnosis.	
100045	Medication	0	1	This category contains data from the touchscreen questionnaire on whether the participant reported taking any of a range of common prescription and over-the-counter medication, dietary vitamins and other supplements.	
100046	Mouth	0	1	This category contains data from the touchscreen questionnaire on whether the participant reported mouth, teeth or gum problems.	
100047	Operations	0	1	This category contains data from the touchscreen questionnaire on whether the participant reported having had a major operation.	
100048	Pain	0	1	This category contains data from the touchscreen questionnaire on whether the participant reported having suffered from various types of body pain in the previous 3 months (headaches, back, face, neck/shoulder, hip, knee, abdomen, body pain).	
100049	Hearing test	0	1	This category contains data from an automated hearing (speech-in-noise) test that was performed using the touchscreen system. The hearing test assesses hearing thresholds at different pitches by testing how well the participant can hear three spoken numbers (a triplet) played with a rushing noise in the background (i.e. a test between relative levels of signal and noise). <p> For each triplet played, data are available on the content of the triplet, the signal to noise ratio of the triplet, the triplet noise level, the time that the participant entered the first and last digits, the value of the number entered, whether it was correct, and the number of triplets attempted. For each test, data are available on which ear(s) were tested, the date and time the test was performed, the volume level set by the user, and whether the test was completed. <p> For non-specialists, the primary items of interest are ~F20019~ and ~F20021~, which can be considered the final hearing test results (for each ear).	
100050	Lifestyle and environment	0	1	This category contains information from the touchscreen questionnaire on lifestyle and personal exposures, subdivided into broad subject areas.	
100051	Alcohol	0	1	This category contains data from the touchscreen questionnaire on whether the participant reported drinking alcohol, frequency of intake, beverage type, whether they usually drink with meals; for former drinkers, the reason why they stopped and time since cessation.	
100052	Diet	0	1	This category contains data from the touchscreen questionnaire on the reported frequency of intake of a range of common food and drink items.	
100053	Electronic device use	0	1	This category contains data from the touchscreen questionnaire on reported use of mobile phones (duration of use, side of head) and computer games.	
100054	Physical activity	0	1	This category contains data from the touchscreen questionnaire on the reported type and duration of physical activity (including walking, DIY, moderate and vigorous physical activity, strenuous sports, etc). This category also includes data on time spent engaging in sedentary activity (driving, watching TV, computer use).	
100055	Sun exposure	0	1	This category contains data from the touchscreen questionnaire on experience of sunburn, use of sunscreen, use of sunbeds, time spent outdoors in winter and summer, facial aging, skin colour and ease of tanning.	
100056	Sexual factors	0	1	This category contains data from the touchscreen questionnaire on the number of sexual partners, same-sex sexual partners and age at first intercourse.	
100057	Sleep	0	1	This category contains data from the touchscreen questionnaire on duration of sleep, and data on napping, dozing, snoring, sleeplessness and chronotype.	
100058	Smoking	0	1	This category contains data from the touchscreen questionnaire on smoking habits (duration of smoking, number of cigarettes/day, age started smoking; among former smokers the amount smoked, time since cessation, ease of cessation, reason for cessation); and exposure to environmental tobacco smoke.	
100059	Psychosocial factors	0	1	This category contains information from the touchscreen questionnaire on psychosocial factors, subdivided into broad subject areas.	
100060	Mental health	0	1	This category contains data from the touchscreen questionnaire on psychological factors and mental health. Additional questions on depression/bipolar disorder, self-reported happiness, and satisfaction with health, family relationships, friendships and financial situation were added from April 2009.	
100061	Social support	0	1	This category contains data from the touchscreen questionnaire on frequency of visitors, type of social activities, and ability to confide in others.	
100062	Sociodemographics	0	1	This category contains information from the touchscreen questionnaire on sociodemographic factors, subdivided into broad subject areas.	
100063	Education	0	1	This category contains data from the touchscreen questionnaire on qualification and age when finished full-time education.	
100064	Employment	0	1	This category contains data from the touchscreen questionnaire on current employment status, years in most recent job, physical activity at work, shift-work, time spent at work, days/week travel to work, distance between home and work, type of transport used and time spent travelling to work. <p> Several years after joining UK Biobank participants were asked to record a longer job history via a web questionnaire, the results of which are presented in ~L130~.	
100065	Ethnicity	0	1	This category contains data from the touchscreen questionnaire on ethnic background, and years spent in the UK, where applicable.	
100066	Household	0	1	This category contains data from the touchscreen questionnaire on type of housing, duration at current address, number in household and their relationship to the participant, number of vehicles, type of heating, and household income. Data on type of heating was added to the questionnaire towards the end of recruitment.	
100067	Other sociodemographic factors	0	1	This category contains data from the touchscreen questionnaire on whether the participant receives attendance/disability allowance or has private health care.	
100068	Sex-specific factors	0	1	This category contains information from the touchscreen questionnaire from sex-specific questions, in male and female subcategories.	
100069	Female-specific factors	0	1	This category contains data from the touchscreen questionnaire on female reproductive factors (age at menarche/menopause, pregnancy history, use of exogenous hormones, hysterectomy or oopherectomy, and birth weight of first child).	
100070	Male-specific factors	0	1	This category contains data from the touchscreen questionnaire on factors related to age at puberty, paternity, and hair/balding pattern.	
100071	Verbal interview	0	1	This category contains information based on a verbal interview conducted by trained staff completed at the Assessment Centre and is divided into sub-categories based on broad subject areas.	
100072	Early life factors	0	1	This category contains data obtained through a verbal interview on place of birth and birth weight.	
100073	Employment	0	1	This category contains data obtained through a verbal interview on job title (coded by the interviewer and presented in a tree structure). Job titles that could not be assigned a code were entered as free text (currently awaiting coding).	
100074	Medical conditions	0	1	This category contains data obtained through a verbal interview by a trained nurse on past and current medical conditions, including type of cancer and other illnesses, the number of medical conditions, and date of diagnosis. <br> The interviewer was made aware via a pop-up box on their computer screen if the participant had answered in the touchscreen that they had a history of one or more of the following illnesses: heart attack, angina, stroke, high blood pressure, blood clot in leg, blood clot in lung, emphysema/chronic bronchitis, asthma or diabetes, and was prompted to confirm these with the participant (these will already be selected in the illness screen if they had been selected during the touchscreen questionnaire). If during the interview it appeared these had been incorrectly selected, the interviewer could amend the responses. If the participant stated in the touchscreen they had no major illnesses or disability or were not sure, this question was asked again and confirmed by the interviewer. <br> Medical conditions that could not be assigned a code at the time of the interview were entered as free text, and subsequently coded wherever possible.	
100075	Medications	0	1	This category contains data obtained through a verbal interview by a trained nurse on prescription medications and includes data on type and number of medications taken. <br> The interviewer was made aware, via a pop-up box on their computer screen, if the participant had answered in the touchscreen that they are taking regular prescription medication, and was then prompted to ask "Could you now tell me what these are?" If the participant indicated in the touchscreen that they were taking any of the following classes of medications: blood pressure lowering, cholesterol lowering, hormone replacement therapy or oral contraceptive pills, then the interviewer was prompted to record the name of the medication. If the participant stated in the touchscreen they were not taking any regular prescription medications (or were not sure), this question was asked again and confirmed by the interviewer. <br> This category contains data on any regular treatments taken weekly, monthly, etc. It does not include short-term medications (such as a 1 week course of antibiotics) or prescribed medication that is not taken, or over-the-counter medications, vitamins and supplements (this information was collected in the touchscreen and was not recorded here, unless for some reason the participant had forgotten to record it in the touchscreen). Doses and formulations were not recorded. <br> Medicines that could not be coded at the time of the interview were entered as free text, and subsequently coded wherever possible.	
100076	Operations	0	1	This category contains data obtained through a verbal interview by a trained nurse on major operations. It includes data on type of operation (grouped by body region, and presented in a tree structure), the number of operations, and date of each one. <br> The interviewer was made aware, via a pop-up box on their computer screen, if the participant had answered in the touchscreen that they had a history of a major operation, and was prompted to ask "Could you now tell me what the operation was?" For example, if a woman had indicated in the touchscreen that they had had a hysterectomy or bilateral oopherectomy, this would already have been selected in the operation tree. If during the interview it appeared these had been incorrectly selected, the interviewer could alter the responses. If the participant stated in the touchscreen they had no history of major operations (or were not sure), this question was asked again and confirmed by the interviewer. <br> Operations that could not be coded at the time of the interview were entered as free text, and subsequently coded wherever possible.	
100077	Word production	0	1	This category contains data obtained through a verbal interview by trained staff to assess cognitive function, based on how many words beginning with the letter 'S' the participant could state within one minute. The data available includes the number of words, and the answers. This test was performed in the pilot state of recruitment and is only available for a small subset of the total participants.	
100078	Biological samples	0	1	This category contains information on the type and amount of biological samples that were received by the UK Biobank laboratory store following collection at the Assessment Centre (sample inventory), and on the assays performed plus their results. <p> Samples were collected a minute or two prior to the times indicated in ~F21842~ and ~F21841~.	
100079	Derived OCT measures	0	1	Values derived by external researchers using UK Biobank retinal optical coherence tomography images. Relevant publications are given in field notes, and are additionally available on the returns catalogue.	
100080	Blood assays	0	1	This category contains information on the assays that have been performed on the UK Biobank blood samples and their results.	
100081	Blood count	0	1	This category contains results of haematological assays that were performed on whole blood before further processing. This category includes data on acquisition time and number of freeze-thaw cycles and count for: basophils, Eosinophils, Monocytes, Neutrophils, Haematocrit, Haemoglobin, Red Blood Cells, Lymphocytes, White Blood Cells, Platelets, Reticulocytes, Mean Sphered Cells Volume and Mean Corpuscular Volume.	
100082	Saliva assays	0	1	This category contains information on the assays that have been performed on the UK Biobank saliva samples and their results.	
100083	Urine assays	0	1	This category contains information on the assays that have been performed on the UK Biobank urine samples and their results.	
100084	Sample inventory	0	1	This category contains information on the type and amount of biological samples in the UK Biobank laboratory store and is divided into sub-categories based on type of biological material.	
100085	Blood sample inventory	0	1	This category contains data on the acquisition time, number of freeze-thaw cycles and the aliquot volume for each of the following blood samples: 2 x EDTA separated into plasma, buffy coat, red cells; lithium heparin plasma, Silica clot activator serum, acid citrate dextrose DMSO blood, and RNA blood sample.	
100086	Saliva sample inventory	0	1	This category contains data on the acquisition time, number of freeze-thaw cycles and the aliquot volume for the saliva samples. This sample type was collected only towards the end of recruitment.	
100087	Urine sample inventory	0	1	This category contains data on the acquisition time, number of freeze-thaw cycles and the aliquot volume for the urine samples.	
100088	Additional exposures	0	1	This category contains information based on additional assessments that were conducted outside the Assessment Centre.	
100089	Online follow-up	0	1	This category contains information based on additional assessments that were conducted by UK Biobank using on-line questionnaires.	
100090	Diet by 24-hour recall	0	1	This category contains data from a dietary questionnaire, based on a 24-hour dietary recall of the previous day. This questionnaire was added to the Assessment visit towards the end of the recruitment phase. After the close of recruitment 4 additional questionnaire rounds were conducted online, with invitations being emailed to participants at 3-4 monthly intervals.	
100091	Health-related outcomes	0	1	This category contains information related to the health outcomes of the participants provided through linkages to a range of health-related records. These datasets are continually being accrued and the database is updated on a regular basis. <p> ~F190~ contains reasons that some participants are lost to follow-up and data on these people will necessarily be incomplete after a certain date.	
100092	Cancer register	0	1	This category contains coded data on cancer incidence (International Classification of Diseases [ICD]), obtained through linkage to national cancer registries. <p> National cancer registries centralise information received from separate regional cancer centres around the UK. The completeness of follow-up can vary between cancer registries and this should be considered in analyses when determining dates of complete follow-up for censoring purposes. Because data is continually accruing, please be aware that the follow-up time and number of cases presented in the Health Outcomes report may vary from the data sent out to researchers. <p> While we have attempted to provide meanings for all codes supplied here, there has been no detailed data cleaning. For example, there are a small number of participants with apparent duplicate data (i.e. diagnosed with the same cancer type on the same date, or shortly thereafter) and we have made no attempt to remove these (or any other oddities from the data). The Cancer Outcomes Working Group is preparing a more refined dataset for cancer outcomes, which will be available in due course. <p> Researchers should review the ~Xcancer_registry~cancer registry information page~ on Essential Information for more information on anomalies in the cancer registry data.	Information on the number of prevalent and incident cancer cases present in the UK Biobank cohort is provided in the following reports: <br> <br> 1. <b>Cancer Summary Report</b> presents summary statistics on the most common malignant cancer diagnoses within the UK Biobank cohort (excluding benign, non-malignant and unspecified cancers). This report replaces the pdf entitled 'HealthOutcomesReport.pdf' that was previously held in Resource 134993. <br> <br> 2. <b>Cancer Numbers Report</b> provides numbers of prevalent and incident cases of cancer within the UK Biobank cohort, as identified through linkage to national cancer registries is available. This report replaces the pdf entitled 'cancerpi.pdf' that was previously held in Resource 120880. <br> <br> Both reports are available on the <a href= "http://biobank.ndph.ox.ac.uk/showcase/exinfo.cgi?src=UnderstandingUKB"> Understanding UK Biobank </a> page under the heading 'Death and cancer registry reports'.
100093	Death register	0	1	This category contains coded data on the cause of death (International Classification of Diseases [ICD10]), obtained through linkage to national death registries. <br> <br> Please note that death data are now available via tables on the Data Portal. Fields in ~L100093~ will continue to be updated, but not necessarily as frequently as the data on the Data Portal. See ~XCOVID19_availability~here~ for details.	Please be aware that some participants have more than one death record. <p> A report entitled <b>Death Summary Report</b> that provides insight into the number and most causes of death within the UK Biobank cohort, as identified through linkage to national death registries, is available on the <a href="http://biobank.ndph.ox.ac.uk/showcase/exinfo.cgi?src=UnderstandingUKB"> Understanding UK Biobank </a> page under the heading Death and cancer registry reports. <p> This report replaces the pdf entitled 'HealthOutcomesReport.pdf' that was previously held in Resource 134993.
100094	Baseline characteristics	0	1	This category contains data on some general characteristics of participants that were known before arrival at the Assessment Centre, and includes date of birth, sex and an index of deprivation (based on the participant's postcode), all obtained from local NHS Primary Care Trust registries, and the name of the recruitment centre. This information could be amended by the participant upon arrival at the Assessment Centre.	
100095	Urine sample collection	0	1	This category contains data on whether a urine sample was collected at the Assessment Centre and, if not, the reason why not.	
100096	Saliva sample collection	0	1	This category contains data on whether a saliva sample was collected at the Assessment Centre and, if not, the reason why not.	
100097	Typical diet yesterday	0	1	This category contains general information relating to participants daily diet.	
100098	Estimated nutrients yesterday	0	1	This category contains estimates of participants nutrient intake based on their answers to the dietary questionnaire.	
100099	Eye surgery/complications	0	1	Eye surgery and complications recorded during eye measures	
100100	Alcoholic beverages yesterday	0	1		
100101	Bread/pasta/rice yesterday	0	1		
100102	Cereal yesterday	0	1		
100103	Fruit/vegetables yesterday	0	1		
100104	Hot/cold beverages yesterday	0	1		
100105	Meal type yesterday	0	1		
100106	Meat/fish yesterday	0	1		
100107	Milk/eggs/cheese yesterday	0	1		
100108	Physical activity yesterday	0	1		
100109	Soup/snacks/pastries yesterday	0	1		
100110	Spreads/sauces/cooking oils yesterday	0	1		
100111	Vegetarian alternatives yesterday	0	1		
100112	Vitamin/mineral supplements yesterday	0	1		
100113	Geographical and location	0	0	Location information defined in terms of grid co-ordinates	
100114	Diet questionnaire performance	0	1		
100115	UK Biobank Urban Morphometric Platform	0	1	<p>This category contains data obtained from a morphometric analysis of the built environment that was conducted by the Cochrane Institute of Primary Care and Public Health, Cardiff University. The aim of this project was to create an objective assessment of the built environment within the immediate residential neighbourhood of UK Biobank participants. Since January 2017, Built Environment metrics are available for participants from all assessment centres. <p>The available metrics include: <ul> <li>Building class</li> <li>Destination accessibility</li> <li>Greenness</li> <li>Land use density</li> <li>Street network accessibility</li> <li>Terrain (slope)</li> <li>Accessibility foodscapes (London area only)</li> </ul>	The aim of the UK Biobank Built Environment project was the objective assessment of the built environment (OABE) around the immediate neighbourhood of 500,000 participants of the UK Biobank cohort. <p>This resulted in the modelling, compilation and linkage of corresponding longitudinal spatial database of built environment with the UK Biobank health datasets. The large-scale automation of such detailed and precise measures of individual-level built environment morphological metrics (morphometrics) has the potential to unravel the black box of causality, the pathways through which built environment in conjunction with the social and natural environment act as one of fundamental determinants of individual behaviour, physical and mental health. <p>OABE of UK Biobank can thus produce a comprehensive evidence-base on the impact of BE on lifestyle, behaviour and thereby health and hence, guide preventive intervention strategies as well as policy formulation.
100120	Communication and participation in extension studies	0	99	Following recruitment participants are being invited to take part in a range of extension studies. This category groups together the fields indicating which participants were invited to particular studies and whether they were able to take part.	
100313	Genotyping process and sample QC	0	1	Information from the genotype calling and sample quality control pipeline, such as relatedness and population structure (PCA), which may be important for downstream analyses. Category also includes experimental factors from the Affymetrix genotype calling pipeline. <p> These fields are a subset of the sample quality control information available in the sample_qc file (which can be downloaded from the EGA). Descriptions of all the Sample-QC fields are in ~R531~. <p>Information on estimated relatedness can be obtained using rel option with the gfetch utility - see the Notes on ~L263~ and ~R668~.	
100314	Genomics	0	1	The UK Biobank resource currently contains the following genomic data: <ul> <li>Genotypes and imputation therefrom for 488,000 participants;</li> <li>Exome sequences for 200,000 participants;</li> <li>Whole genome sequences for 50 participants.</li> </ul> <p> Questions about using the genomic information can be directed to a special UK Biobank mailing list, which can be joined at ~Ehttps://www.jiscmail.ac.uk/cgi-bin/webadmin?A0=UKB-GENETICS~.	It is anticipated that whole genome sequencing data will become available before the end of 2021.
100315	Genotype Results	0	1	Genotype calls (based on genotyping array measurements) and related measurements. The genotypes are aligned to the + strand of the reference and positions are in GRCh37 coordinates. <p> The fields listed here are indicators and adding them to an Application basket will allow researchers to download the corresponding underlying information from the UKB repository. This information includes <ul> <li>Calls (0.1TB)</li> <li>Confidences (2.9TB)</li> <li>Intensities (2.9TB)</li> <li>CNV B-allele frequencies (1.5TB)</li> <li>CNV log2ratios (2.3TB)</li> </ul> <p> Marker quality control (QC) and Sample QC information, including population structure (see Relatedness in the Notes below) is also available. Intensity and SNP posteriors are available for cluster plotting. B-allele frequency and log2ratio are available for CNV analysis. <p>The lists of SNPs in the Genotype datasets can be downloaded from the Field's Resources tabs on a per-chromosome basis or as a combined tar in ~R1963~. <p> Researchers who want only a few specific genotyped SNPs (rather than the whole-chromosome datasets below) may, once logged in, request them either by identiyfing them individually using the Genomics Search function or by entering their Affy IDs directly using the List Actions tab of the Basket screen. <p> See ~R530~ for additional information, including a citable reference for publications.	The genotype <b>Calls</b> are in binary PLINK format (.bed, .bim, .fam) see https://www.cog-genomics.org/plink/1.9/formats for details of the formats. The BIM file determines the order of markers in the calls and all of the other genotype data sets. The SNP_id is the rsid where it is available or the Affymetrix_SNP_id otherwise. The positions are in GRCh37 coordinates. The FAM file determines the order of samples in the calls and all of the other genotype data sets. The FAM file includes 'Batch' in the Phenotype field (6th column). <p> The <b>Confidence</b> files contain the Affymetrix 'confidence' that a genotype belongs to the call cluster. This is a plaintext file with space separated columns. Values are in the range 0-1 with 0 being most confident. Missing values are represented by -1. The order of markers and Samples are given by the BIM and FAM files. <p> The <b>CNV</b> files contain the B-Allele-Frequency (baf) and Log2Ratio (log2r) transformed intensity values for performing CNV calling. There is a separate file for baf and log2r per chromosome. These are plaintext files with space separated columns. The rows correspond to markers (ordered as the calls BIM file) and the columns correspond to samples (ordered as the calls FAM file) Missing values are represented by -1. <p> The <b>Intensity</b> files contains the A,B intensity data measured by Affymetrix. The files are in a simple custom binary format. There are two intensity values A,B for each genotype, each represented as a 4-byte float. The set of A,B values for each marker are ordered consecutively by sample (analagous to a matrix with rows=SNPs and columns=Samples) e.g. SNP_1_SAMPLE_1_A SNP_1_SAMPLE_1_B SNP_1_SAMPLE_2_A SNP_1_SAMPLE_2_B ... SNP_1_SAMPLE_N_A SNP_1_SAMPLE_N_B SNP_2_SAMPLE_1_A SNP_2_SAMPLE_1_B ... Missing pairs of intensities are represented by -1 -1. The order of the markers and Samples are given by the BIM and FAM files with the calls. <br> Affymetrix transform the A,B values into 'contrast' and 'strength' for their calling algorithm. If the intensity data is to be used for making cluster plots it is strongly suggested that the transformed values are plotted. The ellipses described by the snp-posterior data are only compatible with the transformed intensity values. <ul> <li>contrast (X) = log2(A/B)</li> <li>strength (Y) = log2(AB)/2</li> </ul> Affymetrix called the genotypes in (106) batches of ~4,700 samples. To accurately examine the cluster plots, each batch should be plotted separately for a given marker. For chrX, males and females were called separately, so males and females should be plotted separately for chrX markers. Evoker (https://github.com/wtsi-medical-genomics/evoker) can be used to plot cluster plots, following the recommendations above, for the UK Biobank data. <p> The <b>Relatedness</b> of individuals is obtained using the gfetch utility (~R668~) which generates a plaintext file with 5 space-separated columns: <ol> <li>ID for participant 1 in related pair;</li> <li>ID for participant 2 in related pair;</li> <li>HetHet : fraction of markers for which the pair both have a heterozygous genotype;</li> <li>IBS0 : fraction of markers for which the pair shares zero alleles;</li> <li>Estimate of the kinship coefficient for this pair based on the set of markers used in the kinship inference;</li> </ol> where the HetHet, IBS0 and Kinship values were generated by the KING software.
100316	Genotype confidences	0	1	Genotype probabilities associated with genotyping array measurement calls. <p> The UKB download format uses 2-bytes to store each person/snp Confidence value. <p>NOTE: the fields here relate to the Initial 150K person release and are now obsolete. They may no longer be added to Application baskets.	The Confidence value stored is the estimated probability that a given Call is incorrect, hence a value of 0.1 means that the Call is believed to have a 90% probability of being accurate. Confidences above 0.15 (i.e. below 85% certainty) were regarded as indicating unreliable results and the corresponding Calls marked as unknown/indeterminate.
100317	Genotyping intensities	0	1	Genotyping intensities used in genotyping array measurements. <p> The UKB download format uses 8-bytes to store each person/snp Intensity value. <p>NOTE: the fields here relate to the Initial 150K person release and are now obsolete. They may no longer be added to Application baskets.	
