field_id	title	availability	stability	private	value_type	base_type	item_type	strata	instanced	arrayed	sexed	units	main_category	encoding_id	instance_id	instance_min	instance_max	array_min	array_max	notes	debut	version	num_participants	item_count	showcase_order	tier
26425	Community safety score (Wales)	0	0	0	31	0	0	3	0	0	0		76	0	0	0	0	0	0	The purpose of this domain is to reflect where people are deprived of a safe community in which to live. Safety includes levels of household and personal crime and quality of experience in public places compatible with access to ordinary work, leisure and social relationships. The indicators used for the Community Safety domain were: <ul> <li>Police Force Recorded Crime</li> <li>Youth Offenders</li> <li>Adult Offenders</li> <li>Fire Incidence</li> </ul>	2018-05-02	2018-05-04	21184	21184	0	111
26426	Index of Multiple Deprivation (Wales)	0	0	0	31	0	0	3	0	0	0		76	0	0	0	0	0	0	The Welsh Index of Multiple Deprivation 2008 is the official measure of deprivation for small areas in Wales. It was developed for the Welsh Assembly Government by the Assembly's Statistical Directorate and the Local Government Data Unit (Wales). <p> The WIMD 2008 is made up of eight separate domains (or kinds) of deprivation: income, employment, health, education, housing, environment, access to services, and community safety. <p> Each of them was based on a range of different indicators which meant that they were measured in different ways using different units. So before they could be combined the measurements had to be transformed to make them compatible. For example, if the height of something had been measured in metres and the weight in kilograms it would not make sense simply to add them together. <p> Income and employment were classed as the most important factors, and they were given the biggest weighting in the overall index. Although there is more to deprivation than poverty, not having enough money or a job is a big part of it.	2018-05-02	2018-05-04	21184	21184	0	111
26427	Index of Multiple Deprivation (Scotland)	0	0	0	31	0	0	3	0	0	0		76	0	0	0	0	0	0	The Scottish Index of Multiple Deprivation (SIMD) 2009 identifies small area concentrations of multiple deprivation across Scotland in a consistent manner. The SIMD combines data from seven distinct domains or topic areas all of which are considered to be important contributors to deprivation levels. These domains have remained the same as in the previous version of the index, published in 2006, and the data used in compiling each one is the most appropriate and up to date that was available at the time of constructing the index. <p> The SIMD is a relative measure of deprivation that uses 6,505 data zones across Scotland as its unit of comparison. The rank applied to each of these data zones identifies each as being more or less deprived than all the others in the country. The rankings run from 1 being the most deprived to 6505 being the least deprived. Therefore the smaller the ranking the more deprived the data zone. As the SIMD is a relative measure it cannot show how much more deprived one data zone is than another, e.g. that a data zone ranked 5 is twice as deprived as a data zone ranked 10. In the same way the distance between each ranking can vary - so the gap between the data zones ranked 16 and 17 could be very small while the gap between those ranked 17 and 18 could be much bigger. <p> The SIMD can be used to identify the small areas with the highest concentrations of multiple deprivation in Scotland using either the overall index or the individual domains. The most commonly used cut off levels are 10%, 15% or 20% - although different cut offs may be required depending on individual policy or organisational focus.	2018-05-02	2018-07-06	35847	35847	0	111
26428	Income score (Scotland)	0	0	0	31	0	0	3	0	0	0		76	0	0	0	0	0	0	Current Income Domain: <ul> <li>Adults receiving Guarantee Pension Credit</li> <li>Job Seekers Allowance Claimants</li> <li>Dependants of Job Seekers Allowance Claimants</li> <li>Adults (aged 16-59) receiving Income Support</li> <li>Dependants of Income Support Claimants</li> <li>Number of Adults and Children in Tax Credits Families on Low Incomes</li> </ul>	2018-05-02	2018-05-04	35847	35847	0	111
26429	Employment score (Scotland)	0	0	0	31	0	0	3	0	0	0		76	0	0	0	0	0	0	Employment Domain: <ul> <li>Working Age Unemployment Claimant Count averaged over 12 months</li> <li>Working Age Incapacity Benefit recipients, men aged under 65 and women aged under 60</li> <li>Working Age Severe Disablement Allowance recipients</li> <li>Working Age Compulsory New Deal participants - New Deal for the under 25s and New Deal for the 25+ not included in the unemployment claimant count</li> </ul>	2018-05-02	2018-05-04	35847	35847	0	111
26430	Health score (Scotland)	0	0	0	31	0	0	3	0	0	0		76	0	0	0	0	0	0	Health Domain: <ul> <li>Standardised Mortality Ratio</li> <li>Hospital Episodes Related to alcohol use</li> <li>Hospital Episodes Related to drug use</li> <li>Comparative Illness Factor</li> <li>Emergency admissions to hospital</li> <li>Proportion of population being prescribed drugs for anxiety, depression or psychosis</li> <li>Proportion of live singleton births of low birth weight</li> </ul>	2018-05-02	2018-07-06	35847	35847	0	111
26431	Education score (Scotland)	0	0	0	31	0	0	3	0	0	0		76	0	0	0	0	0	0	Education Skills and Training Domain: <ul> <li>School pupil absences</li> <li>Pupil performance on SQA at stage 4</li> <li>Working age people with no qualifications</li> <li>17-21 year olds enrolling into higher education</li> <li>People aged 16-19 not in education, employment or training</li> </ul>	2018-05-02	2018-05-04	35847	35847	0	111
26432	Housing score (Scotland)	0	0	0	31	0	0	3	0	0	0		76	0	0	0	0	0	0	Housing Domain: <ul> <li>Persons in households that are overcrowded</li> <li>Persons in households without central heating</li> </ul>	2018-05-02	2018-07-06	35847	35847	0	111
26433	Access to services score (Scotland)	0	0	0	31	0	0	3	0	0	0		76	0	0	0	0	0	0	Geographic Access Domain: <ul> <li>Average drive time to a primary school</li> <li>Average drive time to a secondary school</li> <li>Average drive time to a GP</li> <li>Average drive time to a post office</li> <li>Average drive time to shopping facilities</li> <li>Average drive time to a fuel station</li> <li>Public transport travel time to Shopping Facilities</li> <li>Public transport travel time to a GP</li> <li>Public transport travel time to a post office</li> </ul>	2018-05-02	2018-07-06	35847	35847	0	111
26434	Crime score (Scotland)	0	3	0	31	0	0	3	0	0	0		76	0	0	0	0	0	0	Crime Domain: <ul> <li>Recorded Crimes of Violence</li> <li>Recorded Domestic housebreaking</li> <li>Recorded Vandalism</li> <li>Recorded Drugs Offences</li> <li>Recorded Minor Assault</li> </ul>	2018-05-02	2018-05-04	33487	33487	0	111
26500	T2-FLAIR used (in addition to T1) to run FreeSurfer	0	2	0	21	11	0	3	1	0	0		110	7	2	2	3	0	0	Whether the T2-FLAIR was used or not (in addition to the T1) to run FreeSurfer	2019-04-12	2021-06-07	43167	46404	0	111
26501	Mean intensity of 3rd-Ventricle (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of 3rd-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26502	Mean intensity of 4th-Ventricle (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of 4th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26503	Mean intensity of 5th-Ventricle (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of 5th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26504	Mean intensity of Brain-Stem (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Brain-Stem in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26505	Mean intensity of CSF (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of CSF in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26506	Mean intensity of WM-hypointensities (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26507	Mean intensity of non-WM-hypointensities (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of non-WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26508	Mean intensity of Optic-Chiasm (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Optic-Chiasm in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26509	Mean intensity of CC-Posterior (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of CC-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26510	Mean intensity of CC-Mid-Posterior (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of CC-Mid-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26511	Mean intensity of CC-Central (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of CC-Central in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26512	Mean intensity of CC-Mid-Anterior (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of CC-Mid-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26513	Mean intensity of CC-Anterior (whole brain)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of CC-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26514	Volume of BrainSeg (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of BrainSeg in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26515	Volume of BrainSegNotVent (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of BrainSegNotVent in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26516	Volume of BrainSegNotVentSurf (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of BrainSegNotVentSurf in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26517	Volume of SubCortGray (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of SubCortGray in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26518	Volume of TotalGray (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of TotalGray in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26519	Volume of SupraTentorial (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of SupraTentorial in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26520	Volume of SupraTentorialNotVent (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of SupraTentorialNotVent in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26521	Volume of EstimatedTotalIntraCranial (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of EstimatedTotalIntraCranial in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26522	Volume of VentricleChoroid (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of VentricleChoroid in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26523	Volume of 3rd-Ventricle (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of 3rd-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26524	Volume of 4th-Ventricle (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of 4th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26525	Volume of 5th-Ventricle (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of 5th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26526	Volume of Brain-Stem (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Brain-Stem in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26527	Volume of CSF (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of CSF in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26528	Volume of WM-hypointensities (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26529	Volume of non-WM-hypointensities (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of non-WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26530	Volume of Optic-Chiasm (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Optic-Chiasm in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26531	Volume of CC-Posterior (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of CC-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26532	Volume of CC-Mid-Posterior (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of CC-Mid-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26533	Volume of CC-Central (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of CC-Central in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26534	Volume of CC-Mid-Anterior (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of CC-Mid-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26535	Volume of CC-Anterior (whole brain)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of CC-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26536	Volume-ratio of BrainSegVol-to-eTIV (whole brain)	0	2	0	31	0	0	3	1	0	0	ratio	190	0	2	2	3	0	0	Volume-ratio of BrainSegVol-to-eTIV in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26537	Volume-ratio of MaskVol-to-eTIV (whole brain)	0	2	0	31	0	0	3	1	0	0	ratio	190	0	2	2	3	0	0	Volume-ratio of MaskVol-to-eTIV in the whole brain generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26538	Mean intensity of Lateral-Ventricle (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26539	Mean intensity of Inf-Lat-Vent (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26540	Mean intensity of Cerebellum-White-Matter (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26541	Mean intensity of Cerebellum-Cortex (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26542	Mean intensity of Thalamus-Proper (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43166	46403	0	111
26543	Mean intensity of Caudate (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26544	Mean intensity of Putamen (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Putamen in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26545	Mean intensity of Pallidum (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Pallidum in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26546	Mean intensity of Hippocampus (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Hippocampus in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26547	Mean intensity of Amygdala (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Amygdala in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26548	Mean intensity of Accumbens-area (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Accumbens-area in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26549	Mean intensity of VentralDC (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of VentralDC in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26550	Mean intensity of vessel (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of vessel in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26551	Mean intensity of choroid-plexus (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of choroid-plexus in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26552	Volume of Cortex (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26553	Volume of CerebralWhiteMatter (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of CerebralWhiteMatter in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26554	Volume of Lateral-Ventricle (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26555	Volume of Inf-Lat-Vent (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26556	Volume of Cerebellum-White-Matter (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26557	Volume of Cerebellum-Cortex (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26558	Volume of Thalamus-Proper (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43166	46403	0	111
26559	Volume of Caudate (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26560	Volume of Putamen (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Putamen in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26561	Volume of Pallidum (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Pallidum in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26562	Volume of Hippocampus (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Hippocampus in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26563	Volume of Amygdala (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Amygdala in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26564	Volume of Accumbens-area (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Accumbens-area in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26565	Volume of VentralDC (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of VentralDC in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26566	Volume of vessel (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of vessel in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26567	Volume of choroid-plexus (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of choroid-plexus in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26568	Number of HolesBeforeFixing (left hemisphere)	0	2	0	11	0	0	3	1	0	0	count	190	0	2	2	3	0	0	Number of HolesBeforeFixing in the left hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26569	Mean intensity of Lateral-Ventricle (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Lateral-Ventricle in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26570	Mean intensity of Inf-Lat-Vent (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Inf-Lat-Vent in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26571	Mean intensity of Cerebellum-White-Matter (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Cerebellum-White-Matter in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26572	Mean intensity of Cerebellum-Cortex (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Cerebellum-Cortex in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26573	Mean intensity of Thalamus-Proper (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Thalamus-Proper in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43166	46403	0	111
26574	Mean intensity of Caudate (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Caudate in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26575	Mean intensity of Putamen (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Putamen in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26576	Mean intensity of Pallidum (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Pallidum in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26577	Mean intensity of Hippocampus (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Hippocampus in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26578	Mean intensity of Amygdala (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Amygdala in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26579	Mean intensity of Accumbens-area (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of Accumbens-area in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26580	Mean intensity of VentralDC (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of VentralDC in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26581	Mean intensity of vessel (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of vessel in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26582	Mean intensity of choroid-plexus (right hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	190	0	2	2	3	0	0	Mean intensity of choroid-plexus in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26583	Volume of Cortex (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Cortex in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26584	Volume of CerebralWhiteMatter (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of CerebralWhiteMatter in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26585	Volume of Lateral-Ventricle (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Lateral-Ventricle in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26586	Volume of Inf-Lat-Vent (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Inf-Lat-Vent in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
26587	Volume of Cerebellum-White-Matter (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	190	0	2	2	3	0	0	Volume of Cerebellum-White-Matter in the right hemisphere generated by subcortical volumetric segmentation (aseg)	2019-04-12	2021-06-07	43167	46404	0	111
